# PORT_M1B_SPEC.md S4 atlas screen (spec_sha16=d31f48b59877e44d)
# params_hash=c50dfd164e2fc778844a6f8f6681f8050964cec3ff1e017904a18798e50957c3
# the enumerated compose() grid after prunes P1-P10
asset	label	family	base	kind	horizon	truncation	penalty	transform	ranking_unit	occupancy_derived	shuffled_twin	params
NKD	retg|e5|sess_close|rank@phase	ratio	retg|e5	ratio	sess_close			rank	phase	0	0	eps=e5
NKD	retg|e5|sess_close|rank@session	ratio	retg|e5	ratio	sess_close			rank	session	0	0	eps=e5
NKD	retg|e5|sess_close|winsor@phase	ratio	retg|e5	ratio	sess_close			winsor	phase	0	0	eps=e5
NKD	retg|e5|sess_close|winsor@session	ratio	retg|e5	ratio	sess_close			winsor	session	0	0	eps=e5
NKD	ret|e15|sess_close|raw	ratio	ret|e15	ratio	sess_close			raw		0	0	eps=e15
NKD	ret|e15|sess_close|z@phase	ratio	ret|e15	ratio	sess_close			z	phase	0	0	eps=e15
NKD	ret|e15|sess_close|z@session	ratio	ret|e15	ratio	sess_close			z	session	0	0	eps=e15
NKD	ret|e15|sess_close|rank@phase	ratio	ret|e15	ratio	sess_close			rank	phase	0	0	eps=e15
NKD	ret|e15|sess_close|rank@session	ratio	ret|e15	ratio	sess_close			rank	session	0	0	eps=e15
NKD	ret|e15|sess_close|winsor@phase	ratio	ret|e15	ratio	sess_close			winsor	phase	0	0	eps=e15
NKD	ret|e15|sess_close|winsor@session	ratio	ret|e15	ratio	sess_close			winsor	session	0	0	eps=e15
NKD	retg|e15|sess_close|raw	ratio	retg|e15	ratio	sess_close			raw		0	0	eps=e15
NKD	retg|e15|sess_close|z@phase	ratio	retg|e15	ratio	sess_close			z	phase	0	0	eps=e15
NKD	retg|e15|sess_close|z@session	ratio	retg|e15	ratio	sess_close			z	session	0	0	eps=e15
NKD	retg|e15|sess_close|rank@phase	ratio	retg|e15	ratio	sess_close			rank	phase	0	0	eps=e15
NKD	retg|e15|sess_close|rank@session	ratio	retg|e15	ratio	sess_close			rank	session	0	0	eps=e15
NKD	retg|e15|sess_close|winsor@phase	ratio	retg|e15	ratio	sess_close			winsor	phase	0	0	eps=e15
NKD	retg|e15|sess_close|winsor@session	ratio	retg|e15	ratio	sess_close			winsor	session	0	0	eps=e15
NKD	ret|e30|sess_close|raw	ratio	ret|e30	ratio	sess_close			raw		0	0	eps=e30
NKD	ret|e30|sess_close|z@phase	ratio	ret|e30	ratio	sess_close			z	phase	0	0	eps=e30
NKD	ret|e30|sess_close|z@session	ratio	ret|e30	ratio	sess_close			z	session	0	0	eps=e30
NKD	ret|e30|sess_close|rank@phase	ratio	ret|e30	ratio	sess_close			rank	phase	0	0	eps=e30
NKD	ret|e30|sess_close|rank@session	ratio	ret|e30	ratio	sess_close			rank	session	0	0	eps=e30
NKD	ret|e30|sess_close|winsor@phase	ratio	ret|e30	ratio	sess_close			winsor	phase	0	0	eps=e30
NKD	ret|e30|sess_close|winsor@session	ratio	ret|e30	ratio	sess_close			winsor	session	0	0	eps=e30
NKD	retg|e30|sess_close|raw	ratio	retg|e30	ratio	sess_close			raw		0	0	eps=e30
NKD	retg|e30|sess_close|z@phase	ratio	retg|e30	ratio	sess_close			z	phase	0	0	eps=e30
NKD	retg|e30|sess_close|z@session	ratio	retg|e30	ratio	sess_close			z	session	0	0	eps=e30
NKD	retg|e30|sess_close|rank@phase	ratio	retg|e30	ratio	sess_close			rank	phase	0	0	eps=e30
NKD	retg|e30|sess_close|rank@session	ratio	retg|e30	ratio	sess_close			rank	session	0	0	eps=e30
NKD	retg|e30|sess_close|winsor@phase	ratio	retg|e30	ratio	sess_close			winsor	phase	0	0	eps=e30
NKD	retg|e30|sess_close|winsor@session	ratio	retg|e30	ratio	sess_close			winsor	session	0	0	eps=e30
NKD	uw_share|sess_close|raw	path_shape	uw_share	ratio	sess_close			raw		0	0	
NKD	uw_share|sess_close|rank@phase	path_shape	uw_share	ratio	sess_close			rank	phase	0	0	
NKD	uw_share|sess_close|rank@session	path_shape	uw_share	ratio	sess_close			rank	session	0	0	
NKD	monotonicity|sess_close|raw	path_shape	monotonicity	ratio	sess_close			raw		0	0	
NKD	monotonicity|sess_close|rank@phase	path_shape	monotonicity	ratio	sess_close			rank	phase	0	0	
NKD	monotonicity|sess_close|rank@session	path_shape	monotonicity	ratio	sess_close			rank	session	0	0	
NKD	time_to_peak|sess_close|raw	path_shape	time_to_peak	time	sess_close			raw		0	0	
NKD	time_to_peak|sess_close|rank@phase	path_shape	time_to_peak	time	sess_close			rank	phase	0	0	
NKD	time_to_peak|sess_close|rank@session	path_shape	time_to_peak	time	sess_close			rank	session	0	0	
NKD	giveback|sess_close|raw	path_shape	giveback	dollar	sess_close			raw		0	0	
NKD	giveback|sess_close|rank@phase	path_shape	giveback	dollar	sess_close			rank	phase	0	0	
NKD	giveback|sess_close|rank@session	path_shape	giveback	dollar	sess_close			rank	session	0	0	
NKD	mae_unwalled|sess_close|raw	path_shape	mae_unwalled	dollar	sess_close			raw		0	0	
NKD	mae_unwalled|sess_close|rank@phase	path_shape	mae_unwalled	dollar	sess_close			rank	phase	0	0	
NKD	mae_unwalled|sess_close|rank@session	path_shape	mae_unwalled	dollar	sess_close			rank	session	0	0	
NKD	cert_w1|h30|raw	certificate	cert_w1	dollar	h30			raw		0	0	wall=$900
NKD	cert_w1|h30|z@phase	certificate	cert_w1	dollar	h30			z	phase	0	0	wall=$900
NKD	cert_w1|h30|z@session	certificate	cert_w1	dollar	h30			z	session	0	0	wall=$900
NKD	cert_w1|h30|rank@phase	certificate	cert_w1	dollar	h30			rank	phase	0	0	wall=$900
NKD	cert_w1|h30|rank@session	certificate	cert_w1	dollar	h30			rank	session	0	0	wall=$900
NKD	cert_w1|h60|raw	certificate	cert_w1	dollar	h60			raw		0	0	wall=$900
NKD	cert_w1|h60|z@phase	certificate	cert_w1	dollar	h60			z	phase	0	0	wall=$900
NKD	cert_w1|h60|z@session	certificate	cert_w1	dollar	h60			z	session	0	0	wall=$900
NKD	cert_w1|h60|rank@phase	certificate	cert_w1	dollar	h60			rank	phase	0	0	wall=$900
NKD	cert_w1|h60|rank@session	certificate	cert_w1	dollar	h60			rank	session	0	0	wall=$900
NKD	cert_w1|h120|raw	certificate	cert_w1	dollar	h120			raw		0	0	wall=$900
NKD	cert_w1|h120|z@phase	certificate	cert_w1	dollar	h120			z	phase	0	0	wall=$900
NKD	cert_w1|h120|z@session	certificate	cert_w1	dollar	h120			z	session	0	0	wall=$900
NKD	cert_w1|h120|rank@phase	certificate	cert_w1	dollar	h120			rank	phase	0	0	wall=$900
NKD	cert_w1|h120|rank@session	certificate	cert_w1	dollar	h120			rank	session	0	0	wall=$900
NKD	cert_w1|phase_close|raw	certificate	cert_w1	dollar	phase_close			raw		0	0	wall=$900
NKD	cert_w1|phase_close|z@phase	certificate	cert_w1	dollar	phase_close			z	phase	0	0	wall=$900
NKD	cert_w1|phase_close|z@session	certificate	cert_w1	dollar	phase_close			z	session	0	0	wall=$900
NKD	cert_w1|phase_close|rank@phase	certificate	cert_w1	dollar	phase_close			rank	phase	0	0	wall=$900
NKD	cert_w1|phase_close|rank@session	certificate	cert_w1	dollar	phase_close			rank	session	0	0	wall=$900
NKD	cert_w1|sess_close|raw	certificate	cert_w1	dollar	sess_close			raw		0	0	wall=$900
NKD	cert_w1|sess_close|z@phase	certificate	cert_w1	dollar	sess_close			z	phase	0	0	wall=$900
NKD	cert_w1|sess_close|z@session	certificate	cert_w1	dollar	sess_close			z	session	0	0	wall=$900
NKD	cert_w1|sess_close|rank@phase	certificate	cert_w1	dollar	sess_close			rank	phase	0	0	wall=$900
NKD	cert_w1|sess_close|rank@session	certificate	cert_w1	dollar	sess_close			rank	session	0	0	wall=$900
NKD	maebudget_w50|h60|raw	mae_budget	maebudget_w50	dollar	h60			raw		0	0	wall=0.5x
NKD	maebudget_w50|phase_close|raw	mae_budget	maebudget_w50	dollar	phase_close			raw		0	0	wall=0.5x
NKD	maebudget_w150|h60|raw	mae_budget	maebudget_w150	dollar	h60			raw		0	0	wall=1.5x
NKD	maebudget_w150|phase_close|raw	mae_budget	maebudget_w150	dollar	phase_close			raw		0	0	wall=1.5x
NKD	maebudget_w200|h60|raw	mae_budget	maebudget_w200	dollar	h60			raw		0	0	wall=2.0x
NKD	maebudget_w200|phase_close|raw	mae_budget	maebudget_w200	dollar	phase_close			raw		0	0	wall=2.0x
